hex,flight,registration,aircraft,departure_time,departure_lat,departure_lon,departure_iata,departure_name,arrival_time,arrival_lat,arrival_lon,arrival_name,arrival_iata,airline,likely_departure_destination,likely_arrival_destination
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,PhoenixMesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,PhoenixMesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,Phoenix-Mesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,Phoenix-Mesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,PhoenixMesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,PhoenixMesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,Phoenix-Mesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
acb2ba,TYSON49 ,N917XA,B738,00:02.3,33.303783,-111.660454,AZA,Phoenix-Mesa Gateway Airport,00:02.7,32.41135,-99.683746,Abilene Regional Airport,ABI,Eastern Air Express,Florence Service Processing Center,Abilene Regional Airport
a6b0f5,GXA603  ,N530FL,A321,30:03.7,33.940689,-118.38179,LAX,Los Angeles International Airport,30:03.0,35.039776,-106.619926,Albuquerque International Sunport,ABQ,Global X Airlines,Los Angeles International Airport,Torrance County Detention Facility
a6b0f5,GXA603  ,N530FL,A321,30:03.7,33.940689,-118.38179,LAX,Los Angeles International Airport,30:03.0,35.039776,-106.619926,Albuquerque International Sunport,ABQ,Global X Airlines,Los Angeles International Airport,Torrance County Detention Facility
a6b0f5,GXA603  ,N530FL,A321,30:03.7,33.940689,-118.38179,LAX,Los Angeles International Airport,30:03.0,35.039776,-106.619926,Albuquerque International Sunport,ABQ,Global X Airlines,Los Angeles International Airport,Torrance County Detention Facility
a6b0f5,GXA603  ,N530FL,A321,30:03.7,33.940689,-118.38179,LAX,Los Angeles International Airport,30:03.0,35.039776,-106.619926,Albuquerque International Sunport,ABQ,Global X Airlines,Los Angeles International Airport,Torrance County Detention Facility
a2bd72,GXA101  ,N276GX,A320,00:02.8,25.795271,-80.284668,MIA,Miami International Airport,00:06.3,35.039242,-106.620087,Albuquerque International Sunport,ABQ,Global X Airlines,Krome North Service Processing Center,Torrance County Detention Facility
a2bd72,GXA101  ,N276GX,A320,00:02.8,25.795271,-80.284668,MIA,Miami International Airport,00:06.3,35.039242,-106.620087,Albuquerque International Sunport,ABQ,Global X Airlines,Krome North Service Processing Center,Torrance County Detention Facility
a2bd72,GXA101  ,N276GX,A320,00:02.8,25.795271,-80.284668,MIA,Miami International Airport,00:06.3,35.039242,-106.620087,Albuquerque International Sunport,ABQ,Global X Airlines,Krome North Service Processing Center,Torrance County Detention Facility
a2bd72,GXA101  ,N276GX,A320,00:02.8,25.795271,-80.284668,MIA,Miami International Airport,00:06.3,35.039242,-106.620087,Albuquerque International Sunport,ABQ,Global X Airlines,Krome North Service Processing Center,Torrance County Detention Facility
a2d25e,GXA3088 ,N281GX,A320,30:02.2,19.828878,-74.232574,UMA,Punta De Maisi,30:02.1,38.813084,-76.874474,Andrews AFB,ADW,Global X Airlines,Punta De Maisi,Andrews AFB
a2d25e,GXA3088 ,N281GX,A320,30:02.2,19.828878,-74.232574,UMA,Punta De Maisi,30:02.1,38.813084,-76.874474,Andrews AFB,ADW,Global X Airlines,Punta De Maisi,Andrews AFB
a1ac1a,OAE3134 ,N207AX,B762,00:01.9,21.783327,-150.96405,ITO,Hilo International Airport,00:02.5,38.815037,-76.875351,Andrews AFB,ADW,Omni Air International,Hilo International Airport,Andrews AFB
a1ac1a,OAE3134 ,N207AX,B762,00:01.9,21.783327,-150.96405,ITO,Hilo International Airport,00:02.5,38.815037,-76.875351,Andrews AFB,ADW,Omni Air International,Hilo International Airport,Andrews AFB
a2f016,TYSON41 ,N289GX,A320,00:04.0,42.945545,-78.733696,BUF,Buffalo Niagara International Airport,00:02.9,31.362196,-92.579865,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:04.0,42.945545,-78.733696,BUF,Buffalo Niagara International Airport,00:02.9,31.362196,-92.579865,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:03.0,42.945396,-78.734482,BUF,Buffalo Niagara International Airport,30:02.2,31.204422,-92.445641,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:03.0,42.945396,-78.734482,BUF,Buffalo Niagara International Airport,30:02.2,31.204422,-92.445641,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a8b479,,N660CP,B737,00:02.5,39.292393,-94.7267,MCI,Kansas City International Airport,30:02.8,31.450241,-92.703117,Alexandria International Airport,AEX,Eastern Air Express,FCI Leavenworth,Central Louisiana ICE Processing Center
a8b479,,N660CP,B737,00:02.5,39.292393,-94.7267,MCI,Kansas City International Airport,30:02.8,31.450241,-92.703117,Alexandria International Airport,AEX,Eastern Air Express,FCI Leavenworth,Central Louisiana ICE Processing Center
a8b479,TYSON52 ,N660CP,B737,00:02.8,26.184982,-97.659424,HRL,Valley International Airport,30:02.0,31.372375,-92.588409,Alexandria International Airport,AEX,Eastern Air Express,El Valle Detention Facility,Central Louisiana ICE Processing Center
a8b479,TYSON52 ,N660CP,B737,00:02.8,26.184982,-97.659424,HRL,Valley International Airport,30:02.0,31.372375,-92.588409,Alexandria International Airport,AEX,Eastern Air Express,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:03.0,42.945396,-78.734482,BUF,Buffalo Niagara International Airport,30:02.2,31.204422,-92.445641,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:03.0,42.945396,-78.734482,BUF,Buffalo Niagara International Airport,30:02.2,31.204422,-92.445641,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:02.1,31.799435,-106.368996,ELP,El Paso International Airport,30:02.3,31.35647,-92.574974,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:02.1,31.799435,-106.368996,ELP,El Paso International Airport,30:02.3,31.35647,-92.574974,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,30:02.0,31.798031,-106.373528,ELP,El Paso International Airport,30:02.2,31.37384,-92.589653,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,30:02.0,31.798031,-106.373528,ELP,El Paso International Airport,30:02.2,31.37384,-92.589653,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:02.6,26.265427,-97.658195,HRL,Valley International Airport,30:01.8,31.373228,-92.589149,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:02.6,26.265427,-97.658195,HRL,Valley International Airport,30:01.8,31.373228,-92.589149,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:04.5,26.191956,-97.659126,HRL,Valley International Airport,30:02.9,31.373978,-92.59008,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:04.5,26.191956,-97.659126,HRL,Valley International Airport,30:02.9,31.373978,-92.59008,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:02.0,26.264236,-97.658455,HRL,Valley International Airport,30:02.1,31.380676,-92.600906,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:02.0,26.264236,-97.658455,HRL,Valley International Airport,30:02.1,31.380676,-92.600906,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,00:02.1,26.298935,-97.743446,HRL,Valley International Airport,00:03.0,31.198658,-92.830025,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,00:02.1,26.298935,-97.743446,HRL,Valley International Airport,00:03.0,31.198658,-92.830025,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,00:02.9,25.79211,-80.280815,MIA,Miami International Airport,00:02.4,31.372147,-92.588249,Alexandria International Airport,AEX,Global X Airlines,Krome North Service Processing Center,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,00:02.9,25.79211,-80.280815,MIA,Miami International Airport,00:02.4,31.372147,-92.588249,Alexandria International Airport,AEX,Global X Airlines,Krome North Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,00:01.8,25.801193,-80.301338,MIA,Miami International Airport,00:02.3,31.20575,-92.403908,Alexandria International Airport,AEX,Global X Airlines,Krome North Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,00:01.8,25.801193,-80.301338,MIA,Miami International Airport,00:02.3,31.20575,-92.403908,Alexandria International Airport,AEX,Global X Airlines,Krome North Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:02.3,40.644863,-73.805077,JFK,John F Kennedy International Airport,00:02.9,31.475281,-92.657021,Alexandria International Airport,AEX,Global X Airlines,John F Kennedy International Airport,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,00:02.3,40.644863,-73.805077,JFK,John F Kennedy International Airport,00:02.9,31.475281,-92.657021,Alexandria International Airport,AEX,Global X Airlines,John F Kennedy International Airport,Central Louisiana ICE Processing Center
a75013,TYSON43 ,N570TA,A321,30:03.2,18.819393,-89.815781,DON,Dos Lagunas,00:03.4,31.226961,-92.430779,Alexandria International Airport,AEX,Global X Airlines,Dos Lagunas,Central Louisiana ICE Processing Center
a75013,TYSON43 ,N570TA,A321,30:03.2,18.819393,-89.815781,DON,Dos Lagunas,00:03.4,31.226961,-92.430779,Alexandria International Airport,AEX,Global X Airlines,Dos Lagunas,Central Louisiana ICE Processing Center
a2c4e0,TYSON45 ,N278GX,A320,00:04.4,26.26454,-97.658318,HRL,Valley International Airport,30:02.8,31.370453,-92.5868,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,TYSON45 ,N278GX,A320,00:04.4,26.26454,-97.658318,HRL,Valley International Airport,30:02.8,31.370453,-92.5868,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,TYSON45 ,N278GX,A320,00:04.2,26.264603,-97.698097,HRL,Valley International Airport,30:01.9,31.357498,-92.575867,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,TYSON45 ,N278GX,A320,00:04.2,26.264603,-97.698097,HRL,Valley International Airport,30:01.9,31.357498,-92.575867,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,GXA128  ,N278GX,A320,00:02.1,26.26696,-97.658211,HRL,Valley International Airport,30:02.2,31.374393,-92.589973,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,GXA128  ,N278GX,A320,00:02.1,26.26696,-97.658211,HRL,Valley International Airport,30:02.2,31.374393,-92.589973,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:03.0,33.183197,-111.510132,AZA,PhoenixMesa Gateway Airport,00:02.8,31.414169,-92.624062,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:03.0,33.183197,-111.510132,AZA,PhoenixMesa Gateway Airport,00:02.8,31.414169,-92.624062,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,00:02.4,26.240273,-97.657768,HRL,Valley International Airport,30:02.3,31.340149,-92.561104,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,00:02.4,26.240273,-97.657768,HRL,Valley International Airport,30:02.3,31.340149,-92.561104,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:03.0,33.183197,-111.510132,AZA,Phoenix-Mesa Gateway Airport,00:02.8,31.414169,-92.624062,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:03.0,33.183197,-111.510132,AZA,Phoenix-Mesa Gateway Airport,00:02.8,31.414169,-92.624062,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,00:02.7,15.447767,-87.929466,SAP,Ramon Villeda Morales International Airport,00:02.3,31.212996,-92.667587,Alexandria International Airport,AEX,Global X Airlines,Ramon Villeda Morales International Airport,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,00:02.7,15.447767,-87.929466,SAP,Ramon Villeda Morales International Airport,00:02.3,31.212996,-92.667587,Alexandria International Airport,AEX,Global X Airlines,Ramon Villeda Morales International Airport,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:02.7,33.303761,-111.660423,AZA,PhoenixMesa Gateway Airport,00:04.2,31.395309,-92.608017,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:02.7,33.303761,-111.660423,AZA,PhoenixMesa Gateway Airport,00:04.2,31.395309,-92.608017,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:02.1,31.799435,-106.368996,ELP,El Paso International Airport,30:02.3,31.35647,-92.574974,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,30:02.1,31.799435,-106.368996,ELP,El Paso International Airport,30:02.3,31.35647,-92.574974,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,,N289GX,A320,30:03.1,15.445136,-87.930328,SAP,Ramon Villeda Morales International Airport,30:02.2,31.3992,-92.844917,Alexandria International Airport,AEX,Global X Airlines,Ramon Villeda Morales International Airport,Central Louisiana ICE Processing Center
a2f016,,N289GX,A320,30:03.1,15.445136,-87.930328,SAP,Ramon Villeda Morales International Airport,30:02.2,31.3992,-92.844917,Alexandria International Airport,AEX,Global X Airlines,Ramon Villeda Morales International Airport,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,30:02.5,26.264959,-97.658318,HRL,Valley International Airport,30:03.1,31.612289,-92.865868,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
a2c4e0,,N278GX,A320,30:02.5,26.264959,-97.658318,HRL,Valley International Airport,30:03.1,31.612289,-92.865868,Alexandria International Airport,AEX,Global X Airlines,El Valle Detention Facility,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:02.7,33.303761,-111.660423,AZA,Phoenix-Mesa Gateway Airport,00:04.2,31.395309,-92.608017,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
acb2ba,TYSON47 ,N917XA,B738,30:02.7,33.303761,-111.660423,AZA,Phoenix-Mesa Gateway Airport,00:04.2,31.395309,-92.608017,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,30:02.0,31.798031,-106.373528,ELP,El Paso International Airport,30:02.2,31.37384,-92.589653,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON42 ,N289GX,A320,30:02.0,31.798031,-106.373528,ELP,El Paso International Airport,30:02.2,31.37384,-92.589653,Alexandria International Airport,AEX,Global X Airlines,El Paso Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.6,37.518684,-77.325241,RIC,Richmond International Airport Byrd Field,00:02.6,31.453033,-92.610435,Alexandria International Airport,AEX,Global X Airlines,Richmond International Airport Byrd Field,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.6,37.518684,-77.325241,RIC,Richmond International Airport Byrd Field,00:02.6,31.453033,-92.610435,Alexandria International Airport,AEX,Global X Airlines,Richmond International Airport Byrd Field,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:03.8,41.253475,-80.925545,YNG,Youngstown,00:04.6,31.533463,-92.583328,Alexandria International Airport,AEX,Global X Airlines,Northeast Ohio Correctional Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:03.8,41.253475,-80.925545,YNG,Youngstown,00:04.6,31.533463,-92.583328,Alexandria International Airport,AEX,Global X Airlines,Northeast Ohio Correctional Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,PhoenixMesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,PhoenixMesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a75013,TYSON43 ,N570TA,A321,00:04.2,31.374765,-92.591179,AEX,Alexandria International Airport,47:47.3,31.377092,-92.592499,Alexandria International Airport,AEX,Global X Airlines,Central Louisiana ICE Processing Center,Central Louisiana ICE Processing Center
a75013,TYSON43 ,N570TA,A321,00:04.2,31.374765,-92.591179,AEX,Alexandria International Airport,47:47.3,31.377092,-92.592499,Alexandria International Airport,AEX,Global X Airlines,Central Louisiana ICE Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,Phoenix-Mesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,Phoenix-Mesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2c4e0,TYSON43 ,N278GX,A320,00:02.9,39.18174,-76.66011,BWI,BaltimoreWash International Thurgood Marshall Airport,00:02.9,31.495754,-92.557121,Alexandria International Airport,AEX,Global X Airlines,BaltimoreWash International Thurgood Marshall Airport,Central Louisiana ICE Processing Center
a2c4e0,TYSON43 ,N278GX,A320,00:02.9,39.18174,-76.66011,BWI,BaltimoreWash International Thurgood Marshall Airport,00:02.9,31.495754,-92.557121,Alexandria International Airport,AEX,Global X Airlines,BaltimoreWash International Thurgood Marshall Airport,Central Louisiana ICE Processing Center
a2c4e0,TYSON43 ,N278GX,A320,00:02.9,39.18174,-76.66011,BWI,Baltimore/Wash International Thurgood Marshall Airport,00:02.9,31.495754,-92.557121,Alexandria International Airport,AEX,Global X Airlines,BaltimoreWash International Thurgood Marshall Airport,Central Louisiana ICE Processing Center
a2c4e0,TYSON43 ,N278GX,A320,00:02.9,39.18174,-76.66011,BWI,Baltimore/Wash International Thurgood Marshall Airport,00:02.9,31.495754,-92.557121,Alexandria International Airport,AEX,Global X Airlines,BaltimoreWash International Thurgood Marshall Airport,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.4,41.58004,-83.835075,TOL,Toledo Express Airport,00:02.8,31.364058,-92.581345,Alexandria International Airport,AEX,Global X Airlines,Corrections Center of Northwest Ohio (CCNO),Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.4,41.58004,-83.835075,TOL,Toledo Express Airport,00:02.8,31.364058,-92.581345,Alexandria International Airport,AEX,Global X Airlines,Corrections Center of Northwest Ohio (CCNO),Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,30:02.4,17.429251,-89.230659,SQS,Matthew Spain,30:02.6,31.088287,-92.453133,Alexandria International Airport,AEX,Global X Airlines,Matthew Spain,Central Louisiana ICE Processing Center
a2f016,TYSON43 ,N289GX,A320,30:02.4,17.429251,-89.230659,SQS,Matthew Spain,30:02.6,31.088287,-92.453133,Alexandria International Airport,AEX,Global X Airlines,Matthew Spain,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:03.6,29.53381,-98.478767,SAT,San Antonio International Airport,00:03.5,31.372467,-92.588516,Alexandria International Airport,AEX,Global X Airlines,South Texas ICE Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:03.6,29.53381,-98.478767,SAT,San Antonio International Airport,00:03.5,31.372467,-92.588516,Alexandria International Airport,AEX,Global X Airlines,South Texas ICE Processing Center,Central Louisiana ICE Processing Center
a2f9dd,TYSON45 ,N291GX,A320,30:02.4,41.26181,-95.834778,CBF,Municipal,30:03.0,31.374344,-92.59008,Alexandria International Airport,AEX,Global X Airlines,Municipal,Central Louisiana ICE Processing Center
a2f9dd,TYSON45 ,N291GX,A320,30:02.4,41.26181,-95.834778,CBF,Municipal,30:03.0,31.374344,-92.59008,Alexandria International Airport,AEX,Global X Airlines,Municipal,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:04.0,42.945545,-78.733696,BUF,Buffalo Niagara International Airport,00:02.9,31.362196,-92.579865,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON41 ,N289GX,A320,00:04.0,42.945545,-78.733696,BUF,Buffalo Niagara International Airport,00:02.9,31.362196,-92.579865,Alexandria International Airport,AEX,Global X Airlines,Buffalo (Batavia) Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,PhoenixMesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,PhoenixMesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,Phoenix-Mesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a8d231,TYSON52 ,N668CP,B737,00:02.7,33.303936,-111.660454,AZA,Phoenix-Mesa Gateway Airport,30:01.9,31.375881,-92.591293,Alexandria International Airport,AEX,Eastern Air Express,Florence Service Processing Center,Central Louisiana ICE Processing Center
a2f9dd,TYSON45 ,N291GX,A320,30:01.7,41.258423,-95.857239,CBF,Municipal,00:02.6,31.362167,-92.579742,Alexandria International Airport,AEX,Global X Airlines,Municipal,Central Louisiana ICE Processing Center
a2f9dd,TYSON45 ,N291GX,A320,30:01.7,41.258423,-95.857239,CBF,Municipal,00:02.6,31.362167,-92.579742,Alexandria International Airport,AEX,Global X Airlines,Municipal,Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a8d231,TYSON53 ,N668CP,B737,30:01.7,30.51313,-81.644455,CRG,Craig Municipal,00:01.9,31.376488,-92.591843,Alexandria International Airport,AEX,Eastern Air Express,Baker County Detention Center,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.5,31.376266,-92.591644,AEX,Alexandria International Airport,30:02.6,31.199203,-92.375847,Alexandria International Airport,AEX,Global X Airlines,Central Louisiana ICE Processing Center,Central Louisiana ICE Processing Center
a2f016,TYSON49 ,N289GX,A320,30:02.5,31.376266,-92.591644,AEX,Alexandria International Airport,30:02.6,31.199203,-92.375847,Alexandria International Airport,AEX,Global X Airlines,Central Louisiana ICE Processing Center,Central Louisiana ICE Processing Center
ad7274,TYSON41 ,N966AD,A321,00:04.8,29.509045,-98.442184,SAT,San Antonio International Airport,00:02.6,31.580385,-92.759323,Alexandria International Airport,AEX,Global X Airlines,South Texas ICE Processing Center,Central Louisiana ICE Processing Center
